Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Kansai Nerolac Paints Ltd,KANSAINER,"Paints","24663.71788695","305.1","20.80553877627716"
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","24394.764294","1362","17.571680684290147"
Laurus Labs Ltd,LAURUSLABS,"Pharmaceuticals","24356.52200995","451.75","151.70677053846129"
CESC Ltd,CESC,"Power Generation","24104.17269912","181.84","17.513112725048156"
JBM Auto Ltd,JBMA,"Auto Parts","23930.2633385","2023.75","133.8157095481738"
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","23833.278785","1212.5","38.70169657529795"
Nuvama Wealth Management Ltd,NUVAMA,"Diversified Financials","23523.52344181","6644.9","37.61897849356318"
Kajaria Ceramics Ltd,KAJARIACER,"Building Products - Ceramics","23385.488772","1468.4","55.401409045035656"
KEC International Ltd,KEC,"Construction & Engineering","23314.05883345","906.85","67.23011371316048"
Finolex Cables Ltd,FINCABLES,"Cables","23310.250268175","1524.15","35.76892428635547"
Inox Wind Ltd,INOXWIND,"Heavy Electrical Equipments","23210.140503168","178.02","-574.2241589106362"
Atul Ltd,ATUL,"Diversified Chemicals","23095.8791273","7844.6","71.4998425091325"
CPSE ETF,CPSEETF,"Equity","23025.673136880003","106.17",
Piramal Enterprises Ltd,PEL,"Diversified Financials","22955.29899702","1023.1","-13.635218259858751"
Radico Khaitan Ltd,RADICO,"Alcoholic Beverages","22877.46981318","1710.3","87.26196671312562"
Piramal Pharma Ltd,PPLPHARMA,"Pharmaceuticals","22860.0608544","173.25","1282.8316977778702"
Swan Energy Ltd,SWANENERGY,"Textiles","22855.70884269","729.15","75.89224612395418"
Vinati Organics Ltd,VINATIORGA,"Specialty Chemicals","22528.61514624","2173.2","69.75667310577163"
Elgi Equipments Ltd,ELGIEQUIP,"Industrial Machinery","22414.12893624","708.9","71.86779830781065"
CIE Automotive India Ltd,CIEINDIA,"Auto Parts","22378.586619229998","589.9","19.889601844419342"
Five-Star Business Finance Ltd,FIVESTAR,"Consumer Finance","22355.8384686","764.4","26.743992808641973"
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","22298.23393899","4380.55","268.2978454938032"
Kalpataru Projects International Ltd,KPIL,"Power Infrastructure","22144.65944064","1363.2","43.45413049320048"
Himadri Speciality Chemical Ltd,HSCL,"Commodity Chemicals","22097.14012485","447.75","53.795744777607275"
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","21983.1907626","4245.3","24.894898037008506"
IFCI Ltd,IFCI,"Specialized Finance","21896.665825278","83.78","211.2354411082197"
NCC Ltd,NCC,"Construction & Engineering","21751.74504126","346.45","30.606516260620047"
Computer Age Management Services Ltd,CAMS,"Diversified Financials","21727.44416084","4414.3","61.43770439937794"
Titagarh Rail Systems Ltd,TITAGARH,"Rail","21129.64083036","1568.95","73.84371576976307"
Relaxo Footwears Ltd,RELAXO,"Footwear","21112.48147866","848.1","105.31491733755661"
CreditAccess Grameen Ltd,CREDITACC,"Consumer Finance","21087.164515905","1322.55","14.583807318407535"
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","21040.926345620002","1230.2","334.0890178726581"
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","21026.302988354997","809.55","13.943079282203032"
Devyani International Ltd,DEVYANI,"Restaurants & Cafes","21001.912159858","174.11","444.29685127686963"
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,"Fertilizers & Agro Chemicals","20906.03685746","521.8","16.386609858488793"
Bata India Ltd,BATAINDIA,"Footwear","20824.0320308","1620.2","79.3266238649957"
Firstsource Solutions Ltd,FSL,"Outsourced services","20738.0523238","301","40.28918525013115"
Cello World Ltd,CELLO,"FMCG - Household Products","20642.81085247","934.55","62.35368468697516"
Jindal SAW Ltd,JINDALSAW,"Building Products - Pipes","20600.363549775","647.25","12.283837229969087"
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","20567.902993825","739.75","19.876402935692283"
Affle (India) Ltd,AFFLE,"Advertising","20527.105275425","1464.35","69.05205797902579"
Signatureglobal (India) Ltd,SIGNATURE,"Real Estate","20352.97359135","1448.5","1257.909369057479"
Sobha Ltd,SOBHA,"Real Estate","20255.88570204","1788.2","412.4594930164973"
Nexus Select Trust,NXST,"Real Estate","20173.74","151.03","33.70378909382517"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","20162.0691659","2237.45","17.913559213430236"
Mindspace Business Parks REIT,MINDSPACE,"Real Estate","20155.501969816","345.73","38.391432323459064"
V Guard Industries Ltd,VGUARD,"Electrical Components & Equipments","20057.771071615","461.05","77.87006394756969"
PTC Industries Ltd,PTCIL,"Iron & Steel","20041.0435494","13790.45","474.6812778162008"
Aditya Birla Sun Life Amc Ltd,ABSLAMC,"Asset Management","19985.950610429998","693.7","25.611193052475777"
Techno Electric & Engineering Company Ltd,TECHNOE,"Construction & Engineering","19783.72053314","1701.1","73.6933641255307"
R R Kabel Ltd,RRKABEL,"Cables","19632.720789220002","1740.2","65.8528856177508"
Blue Dart Express Ltd,BLUEDART,"Logistics","19502.34487361","8219.15","64.7896909524933"
Ramco Cements Limited,RAMCOCEM,"Cement","19496.4842738","825.1","54.16442359716631"
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","19452.739522055","1362.55","7.4412395175752994"
Finolex Industries Ltd,FINPIPE,"Building Products - Pipes","19427.4228951","314.2","41.021607075951735"
Cyient Ltd,CYIENT,"Software Services","19410.4203072","1764.75","28.4276805905097"
IIFL Finance Ltd,IIFL,"Investment Banking & Brokerage","19377.043555279997","456.8","10.987583811696934"
HFCL Ltd,HFCL,"Telecom Equipments","19373.271924744","134.37","58.740705026360715"
Trident Ltd,TRIDENT,"Textiles","19333.59264486","38.42","55.31469628307385"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","19217.248775415","604.55","71.40242541210898"
Schneider Electric Infrastructure Ltd,SCHNEIDER,"Heavy Electrical Equipments","19216.79129295","803.7","111.7060471600883"
Tbo Tek Ltd,TBOTEK,"Tour & Travel Services","19209.1795203","1769",
Gujarat State Petronet Ltd,GSPL,"Gas Distribution","19191.64995464","340.15","11.564578887051672"
Jyothy Labs Ltd,JYOTHYLAB,"FMCG - Household Products","19144.42265494","521.35","51.81871066433887"
Kirloskar Brothers Ltd,KIRLOSBROS,"Industrial Machinery","19101.42010467","2405.45","54.87021746716647"
BEML Ltd,BEML,"Rail","18975.9410925","4556.65","67.34549842957014"
Aadhar Housing Finance Ltd,AADHARHFC,"Consumer Finance","18754.01866485","439.7",
Capri Global Capital Ltd,CGCL,"Consumer Finance","18606.521068460002","225.55","66.59456359506092"
Sonata Software Ltd,SONATSOFTW,"IT Services & Consulting","18437.63259354","664.15","59.76542169705035"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","18334.10263944","368.2","141.81700680259888"
Navin Fluorine International Ltd,NAVINFLUOR,"Specialty Chemicals","18277.432908","3686.2","67.56906805175592"
Anant Raj Ltd,ANANTRAJ,"Real Estate","18229.61494996","533.2","69.87203890364124"
Tata Teleservices (Maharashtra) Ltd,TTML,"Telecom Services","18188.647572007998","93.04","-14.806297069460458"
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","18168.843075655","833.05","65.31795756275164"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","18166.684009425","225.75","11.320146316028064"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","18086.617289272","213.68","8.263672465845778"
Mahanagar Gas Ltd,MGL,"Gas Distribution","18022.49948499","1824.55","14.120121504728246"
Welspun Living Ltd,WELSPUNLIV,"Textiles","17970.90566824","186.8","26.385120640493305"
Bikaji Foods International Ltd,BIKAJI,"FMCG - Foods","17896.0663155","714.75","67.3518735294118"
Birlasoft Ltd,BSOFT,"IT Services & Consulting","17763.5722692","643","28.477759862128682"
IDFC Ltd,IDFC,"Diversified Financials","17763.027208472","111.02","16.988683035704586"
Data Patterns (India) Ltd,DATAPATTNS,"Aerospace & Defense Equipments","17727.32378385","3166.5","97.56906700341244"
Poly Medicure Ltd,POLYMED,"Health Care Equipment & Supplies","17682.73358225","1842.5","68.46872757008444"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","17611.125","7044.45","109.04046189090452"
Zensar Technologies Ltd,ZENSARTECH,"IT Services & Consulting","17608.9785849","776.85","26.47966704496242"
Kirloskar Oil Engines Ltd,KIRLOSENG,"Industrial Machinery","17396.079152615","1199.05","39.36922432528794"
RITES Ltd,RITES,"Business Support Services","17342.587184789998","721.7","38.08209746330697"
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","17140.35141966","2141.8","55.268279172153655"
G R Infraprojects Ltd,GRINFRA,"Construction & Engineering","17115.40510515","1770.15","12.930461304083414"
Indiamart Intermesh Ltd,INDIAMART,"Online Services","17074.6535537","2848.15","51.12784032129599"
Welspun Corp Ltd,WELCORP,"Iron & Steel","17034.89716555","649.75","15.34979650520822"
Authum Investment & Infrastructure Ltd,AIIL,"Specialized Finance","17004.0421865","1057.7","3.9684286626307217"
Jai Balaji Industries Ltd,JAIBALAJI,"Iron & Steel","16958.7540837","929.5","19.28095193471737"
NMDC Steel Ltd,NSLNISP,"Iron & Steel","16950.6242364","57.84","-10.863556345108696"
Indian Energy Exchange Ltd,IEX,"Power Trading & Consultancy","16933.557854275","190.43","48.27263563463896"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","16924.15345212","5519.95","41.089012726990205"
KSB Ltd,KSB,"Industrial Machinery","16903.5592425","971.25","80.97901332997985"
HBL Power Systems Ltd,HBLPOWER,"Batteries","16800.78567706","606.1","59.81481656600679"
Concord Biotech Ltd,CONCORDBIO,"Pharmaceuticals","16748.53117938","1600.95","54.35893407997141"
Clean Science and Technology Ltd,CLEAN,"Specialty Chemicals","16597.094284820003","1562.05","68.01530319162366"
Waaree Renewable Technologies Ltd,WAAREERTL,"Construction & Engineering","16550.35970115","1589.1","113.89690799772907"
DCM Shriram Ltd,DCMSHRIRAM,"Diversified Chemicals","16416.939390995","1062.05","36.71871928202861"
MMTC Ltd,MMTC,"Commodities Trading","16357.5","109.05","85.11551670309083"
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","16234.54926157","863.35","46.855660533277494"
Lakshmi Machine Works Ltd,LAXMIMACH,"Industrial Machinery","16208.14077","15171.9","43.37670815714823"
Action Construction Equipment Ltd,ACE,"Heavy Machinery","16190.304694515","1360.35","49.336618401130565"
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","15966.146668079999","656.8","48.68024473467898"
Railtel Corporation of India Ltd,RAILTEL,"Communication & Networking","15931.382523479999","496.4","64.70648033581084"
Redington Ltd,REDINGTON,"Technology Hardware","15895.037731092001","203.32","13.043473544740825"
Sterling and Wilson Renewable Energy Ltd,SWSOLAR,"Renewable Energy Equipment & Services","15799.58174175","677.1","-74.55446273003959"
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","15732.69209904","818.3","43.742019348402664"
Aptus Value Housing Finance India Ltd,APTUS,"Home Financing","15707.701551479999","314.8","25.670793037114507"
Vardhman Textiles Ltd,VTL,"Textiles","15664.598916","541.7","24.801847584667225"
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","15624.021567","2239.3","22.82845307198897"
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","15576.5483289","701.1","47.726654805588716"
UTI S&P BSE Sensex ETF,UTISENSETF,"Equity","15502.995608939998","886.92",
Anand Rathi Wealth Ltd,ANANDRATHI,"Asset Management","15451.177745325","3722.25","68.68105856480864"
Chennai Petroleum Corporation Ltd,CHENNPETRO,"Oil & Gas - Refining & Marketing","15320.004832","1028.8","5.580915908155334"
Ramkrishna Forgings Ltd,RKFORGE,"Rail","15314.00418972","847.8","44.85254426886913"
Granules India Ltd,GRANULES,"Pharmaceuticals","15305.5844154","631.5","37.76266170437442"
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","15231.556020479999","1119.35","38.85799280697994"
Sanofi India Ltd,SANOFI,"Pharmaceuticals","15186.161840579998","6593.9","25.188525195853384"
Kfin Technologies Ltd,KFINTECH,"Business Support Services","15162.129767354998","884.85","61.624653582161436"
Honasa Consumer Ltd,HONASA,"FMCG - Personal Products","14991.428598895001","462.35","134.11548218728757"
Bls International Services Ltd,BLS,"Outsourced services","14984.3803908","364.2","47.87953856978529"
Godawari Power and Ispat Ltd,GPIL,"Iron & Steel","14980.355831420002","1119.65","15.995254744989593"
Newgen Software Technologies Ltd,NEWGEN,"Software Services","14763.51482645","1055.5","58.67618467648346"
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","14762.975568720001","2320.05","55.31275971794678"
PVR INOX Ltd,PVRINOX,"Theatres","14625.162774879998","1490.3","-457.03633671499864"
Engineers India Ltd,ENGINERSIN,"Construction & Engineering","14554.087248835001","258.95","32.68671618567804"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","14376.835029065","4261.15","108.18598110516194"
Elecon Engineering Company Ltd,ELECON,"Heavy Electrical Equipments","14283.0555445","636.5","40.168332146071194"
Zen Technologies Ltd,ZENTEC,"Electronic Equipments","14212.9110145","1700.05","111.1425634540194"
Indegene Ltd,INDGN,"Business Support Services","14177.295048345","593.45",
Akzo Nobel India Ltd,AKZOINDIA,"Specialty Chemicals","14171.00720895","3111.75","33.21848853481009"
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","14139.27612315","796.5","15.716069362266076"
RBL Bank Ltd,RBLBANK,"Private Banks","14015.533324464002","231.12","11.124410325079179"
Doms Industries Ltd,DOMS,"Office Supplies","13935.003130320001","2296.2","90.99518826119898"
Ingersoll-Rand (India) Ltd,INGERRAND,"Industrial Machinery","13920.38312","4409.65","62.600094976840374"
Olectra Greentech Ltd,OLECTRA,"Electrical Components & Equipments","13915.96815098","1695.4","181.1267493294286"
Voltamp Transformers Ltd,VOLTAMP,"Heavy Electrical Equipments","13776.3811328","13616.9","44.82310438522856"
Jubilant Pharmova Ltd,JUBLPHARMA,"Pharmaceuticals","13716.34083894","866.2","177.90325342334665"
Wockhardt Ltd,WOCKPHARMA,"Pharmaceuticals","13658.81934144","890.4","-29.500689722332613"
Zee Entertainment Enterprises Ltd,ZEEL,"TV Channels & Broadcasters","13617.28381734","141.77","96.28285241702616"
shipping corporation of India Ltd,SCI,"Logistics","13368.431587","287","19.689281686967018"
Raymond Ltd,RAYMOND,"Apparel & Accessories","13284.331141910001","1996.1","8.111379792830359"
TTK Prestige Ltd,TTKPRESTIG,"Home Electronics & Appliances","13245.9557512","955.6","57.97424610994393"
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","13226.25088269","5544.3","43.44024331687854"
Reliance Power Ltd,RPOWER,"Power Generation","13215.83447814","32.9","-6.3894615487192885"
Electrosteel Castings Ltd,ELECTCAST,"Building Products - Pipes","13184.022772257002","213.27","17.8188957443093"
Alok Industries Ltd,ALOKINDS,"Textiles","13182.713264655","26.55","-15.567314499722503"
Intellect Design Arena Ltd,INTELLECT,"Software Services","13173.45070358","955.45","41.01451073688476"
Aavas Financiers Ltd,AAVAS,"Home Financing","13169.63830905","1664.1","26.838472201039334"
Tanla Platforms Ltd,TANLA,"Software Services","13143.451315","977.5","23.970840063103"
Nava Limited,NAVA,"Iron & Steel","13142.49028685","905.75","10.463183012769992"
Jaiprakash Power Ventures Ltd,JPPOWER,"Renewable Energy","13131.227112532","19.16","12.849187448047363"
UTI Asset Management Company Ltd,UTIAMC,"Asset Management","13106.12941469","1028.95","17.116980219791554"
PCBL Ltd,PCBL,"Commodity Chemicals","13092.29041974","346.85","26.667801400863652"
Cube Highways Trust,CUBEINVIT,"Roads","12906.893384999601","100","-18.283790493256465"
Praj Industries Ltd,PRAJIND,"Construction & Engineering","12817.28662624","697.3","45.234821338415315"
Gujarat Mineral Development Corporation Ltd,GMDCLTD,"Mining - Diversified","12735.9","400.5","20.633292831105713"
City Union Bank Ltd,CUB,"Private Banks","12721.780623104","171.76","12.524519441894169"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","12712.798321575","495.55","13.979017749307264"
Netweb Technologies India Ltd,NETWEB,"IT Services & Consulting","12708.45962984","2254.6","167.41482847898806"
Westlife Foodworld Ltd,WESTLIFE,"Restaurants & Cafes","12647.87175548","813.8","182.7199040086675"
Tega Industries Ltd,TEGA,"Industrial Machinery","12486.71578364","1876.7","64.41099651109049"
CE Info Systems Ltd,MAPMYINDIA,"Software Services","12462.781693210001","2304.85","93.03360475671839"
RHI Magnesita India Ltd,RHIM,"Cement","12410.7357026","601","-123.56367684786976"
Nuvoco Vistas Corporation Ltd,NUVOCO,"Cement","12371.88913992","346.4","83.9512054008282"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","12156.27855849","812.85","48.940289699625545"
Rainbow Children's Medicare Ltd,RAINBOW,"Hospitals & Diagnostic Centres","12131.155497455","1194.65","55.906518721853494"
Minda Corporation Ltd,MINDACORP,"Auto Parts","12115.790511944999","514.95","53.326542746236676"
Force Motors Ltd,FORCEMOT,"Four Wheelers","12098.04848054","9181.7","31.17330639939196"
Jammu and Kashmir Bank Ltd,J&KBANK,"Private Banks","12059.049152313","109.51","6.808329373151272"
Caplin Point Laboratories Ltd,CAPLIPOINT,"Pharmaceuticals","12039.11247096","1583.85","26.339180167498043"
Neuland Laboratories Ltd,NEULANDLAB,"Pharmaceuticals","12036.424514795","9381.55","40.11339237084249"
Birla Corporation Ltd,BIRLACORPN,"Cement","11952.76996134","1552.2","28.421081323330963"
Inox India Ltd,INOXINDIA,"Sea-Borne Tankers","11938.123155","1315.3","60.90879160714284"
Rashtriya Chemicals and Fertilizers Ltd,RCF,"Fertilizers & Agro Chemicals","11936.3237316","216.36","52.9843915642756"
Happy Forgings Ltd,HAPPYFORGE,"Auto, Truck & Motorcycle Parts","11890.06918163","1262.15","48.934353369125056"
Aether Industries Ltd,AETHER,"Specialty Chemicals","11875.841709435","895.95","143.98450181177256"
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,"Fertilizers & Agro Chemicals","11798.818313625","934.65","26.663393626415182"
HMT Ltd,HMT,"Industrial Machinery","11754.34258968","97.62","-95.62595663586075"
Cera Sanitaryware Ltd,CERA,"Building Products - Ceramics","11724.86044037","9015.05","49.060046195949624"
KPI Green Energy Ltd,KPIGREEN,"Renewable Energy","11683.372256480001","969.05","72.26679196189774"
Usha Martin Ltd,USHAMART,"Iron & Steel","11609.14687095","380.95","27.382646643433336"
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines","11601.497892996","146.52","78.13508818019933"
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","11527.328453355","1000.35","87.94116915894809"
Powergrid Infrastructure Investment Trust,PGINVIT,"Power Transmission & Distribution","11516.9498752","94.39","12.42724561661721"
Eclerx Services Ltd,ECLERX,"Outsourced services","11470.611482665","2443.15","22.42763023299444"
JK Tyre & Industries Ltd,JKTYRE,"Tires & Rubber","11383.193642139999","436.6","14.478198036376085"
Gravita India Ltd,GRAVITA,"Metals - Lead","11382.40282263","1672.95","47.5872855162423"
PG Electroplast Ltd,PGEL,"Electronic Equipments","11344.5584721","434.7","84.0960598376574"
Isgec Heavy Engineering Ltd,ISGEC,"Heavy Machinery","11302.2209821","1537.1","46.38330932039235"
India Cements Ltd,INDIACEM,"Cement","11258.56531233","363.3","-49.52302855779877"
Gujarat Pipavav Port Ltd,GPPL,"Ports","11210.00463308","231.88","32.77683293786731"
Valor Estate Ltd,DBREALTY,"Real Estate","11167.235817849001","207.39","8.464002651130833"
Can Fin Homes Ltd,CANFINHOME,"Home Financing","11118.3694375","835","14.811063885410551"
Glenmark Life Sciences Ltd,GLS,"Pharmaceuticals","11060.527816439999","902.7","23.488559571110013"
Transformers and Rectifiers (India) Ltd,TRIL,"Heavy Electrical Equipments","11037.09771618","735.4","248.0246677793258"
Genus Power Infrastructures Ltd,GENUSPOWER,"Electronic Equipments","11026.2889671","363","127.2215180235377"
KNR Constructions Ltd,KNRCON,"Construction & Engineering","11024.39632","392","14.181111808592739"
Puravankara Ltd,PURVA,"Real Estate","10997.81668825","463.75","260.2417578857075"
Sheela Foam Ltd,SFL,"Home Furnishing","10975.714007475","1009.75","60.160677523980304"
Thomas Cook (India) Ltd,THOMASCOOK,"Tour & Travel Services","10920.147190810001","234.65","42.15784731810995"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","10811.18307279","1695.45","204.75725516647523"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","10781.489407519999","2108.6","72.42217644602673"
Rattanindia Enterprises Ltd,RTNINDIA,"Power Trading & Consultancy","10780.589524428","78.07","25.29823420572586"
Bharat 22 ETF,ICICIB22,"Equity","10739.054693185","121.11",
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","10684.135854645","2085.05","83.5873560839071"
LT Foods Ltd,LTFOODS,"Packaged Foods & Meats","10657.843280455001","306.95","17.962455388908563"
Bengal & Assam Company Ltd,BENGALASM,"Diversified Financials","10652.26785908","9429.85","2.7372674419527336"
Nippon India ETF Nifty Bank BeES,BANKBEES,"Equity","10625.94809425","528.75",
CEAT Ltd,CEATLTD,"Tires & Rubber","10624.41891426","2626.55","16.532200909141856"
Kirloskar Ferrous Industries Ltd,KIRLFER,"Iron & Steel","10601.293171610001","760.15","44.52454082994545"
Vesuvius India Ltd,VESUVIUS,"Industrial Machinery","10548.0757368","5197.1","49.53543597633133"
Maharashtra Scooters Ltd,MAHSCOOTER,"Two Wheelers","10531.02541212","9214.65","52.83741614630474"
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","10496.61851046","509.55","66.16210848068074"
Quess Corp Ltd,QUESS,"Employment Services","10426.0913117","701.5","37.5228219668176"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","10389.158582013","48.81","-16.5643472289748"
Just Dial Ltd,JUSTDIAL,"Online Services","10370.237188489999","1219.45","28.573656596285762"
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","10337.32267854","529.1","12.79213300153447"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","10336.542345635","703.45","20.79787192280684"
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","10324.9945071","536.9","52.25464095905666"
HG Infra Engineering Ltd,HGINFRA,"Construction & Engineering","10303.5526491","1581","19.13060518966188"
Safari Industries (India) Ltd,SAFARI,"Apparel & Accessories","10268.66841591","2105.65","58.407760741197855"
Inox Wind Energy Ltd,IWEL,"Heavy Electrical Equipments","10254.65318614","8511.8","-151.89828449326015"
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","10241.1051152","2888.5","33.970561300295174"
Route Mobile Ltd,ROUTE,"IT Services & Consulting","10224.48455088","1628.4","27.259476780633456"
JK Lakshmi Cement Ltd,JKLAKSHMI,"Cement","10136.09948524","861.4","21.482979706752587"
Strides Pharma Science Ltd,STAR,"Pharmaceuticals","10018.387624230001","1089.45","-141.88341062498293"
ELANTAS Beck India Ltd,ELANTAS,"Electrical Components & Equipments","9963.827844880001","12568.4","72.57504439420205"
Sammaan Capital Ltd,SAMMAANCAP,"Home Financing","9921.328143397","170.23","8.169803887875396"
JM Financial Ltd,JMFINANCIL,"Investment Banking & Brokerage","9913.883157266","103.73","24.1896426831593"
RedTape,REDTAPE,"Retail - Apparel","9891.109983","715.7","56.12295723445302"
Arvind Ltd,ARVIND,"Apparel & Accessories","9885.70746009","377.85","29.368430706425848"
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","9805.719828954","93.66","-38.643230853020555"
Moil Ltd,MOIL,"Mining - Manganese","9803.917465980001","481.8","33.42168632296994"
