Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,,
Biocon Ltd,BIOCON,Biotechnology,42472.57252,354.75,41.537968238875365,,BIOCON
Hester Biosciences Ltd,HESTERBIO,Biotechnology,2624.623058,3085.3,139.01605182468228,,"BIOCON,HESTERBIO"
Panacea Biotec Ltd,PANACEABIO,Biotechnology,854.3254052,139.48,-569.5502701,,"BIOCON,HESTERBIO,PANACEABIO"
Zenotech Laboratories Ltd,ZENOTECH,Biotechnology,404.0223602,66.2,48.677392790361424,,"BIOCON,HESTERBIO,PANACEABIO,ZENOTECH"
Transgene Biotek Ltd,TRABI,Biotechnology,69.10224,9.12,-106.3111385,,"BIOCON,HESTERBIO,PANACEABIO,ZENOTECH,TRABI"
Vivo Bio Tech Ltd,VIVOBIOT,Biotechnology,57.24442032,38.41,22.71603980952378,,"BIOCON,HESTERBIO,PANACEABIO,ZENOTECH,TRABI,VIVOBIOT"
Genomic Valley Biotech Ltd,GVBL,Biotechnology,16.31103,53.4,815.5514999999992,,"BIOCON,HESTERBIO,PANACEABIO,ZENOTECH,TRABI,VIVOBIOT,GVBL"
Hindustan Bio Sciences Ltd,HINDBIO,Biotechnology,8.1903892,7.99,163.80778399999983,,"BIOCON,HESTERBIO,PANACEABIO,ZENOTECH,TRABI,VIVOBIOT,GVBL,HINDBIO"
Poly Medicure Ltd,POLYMED,Health Care Equipment & Supplies,17682.73358,1842.5,68.46872757008444,,POLYMED
Tarsons Products Ltd,TARSONS,Health Care Equipment & Supplies,2700.484792,507.55,63.332194937969064,,"POLYMED,TARSONS"
Borosil Scientific Ltd,BOROSCI,Health Care Equipment & Supplies,1748.489755,196.91,,,"POLYMED,TARSONS,BOROSCI"
Balaxi Pharmaceuticals Ltd,BALAXI,Health Care Equipment & Supplies,646.59024,117.12,-270.5398494,,"POLYMED,TARSONS,BOROSCI,BALAXI"
Universus Photo Imagings Ltd,UNIVPHOTO,Health Care Equipment & Supplies,409.89558678000003,374.45,-2.0875762,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO"
Raaj Medisafe India Ltd,RAAJMEDI,Health Care Equipment & Supplies,112.7667797,103.1,33.86389781381384,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO,RAAJMEDI"
Mohini Health & Hygiene Ltd,MHHL,Health Care Equipment & Supplies,103.496478,58.2,9.681616277,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO,RAAJMEDI,MHHL"
Shree Pacetronix Ltd,SHREEPAC,Health Care Equipment & Supplies,60.64989,168.5,18.104444776119397,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO,RAAJMEDI,MHHL,SHREEPAC"
GKB Ophthalmics Ltd,GKB,Health Care Equipment & Supplies,57.8154526,114.7,-20.57489416,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO,RAAJMEDI,MHHL,SHREEPAC,GKB"
Centenial Surgical Suture Ltd,CSURGSU,Health Care Equipment & Supplies,38.526048,105.6,34.093847787610535,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO,RAAJMEDI,MHHL,SHREEPAC,GKB,CSURGSU"
Transpact Enterprises Ltd,TRANSPACT,Health Care Equipment & Supplies,13.25130345,342.65,-132.5130345,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO,RAAJMEDI,MHHL,SHREEPAC,GKB,CSURGSU,TRANSPACT"
Looks Health Services Ltd,LOOKS,Health Care Equipment & Supplies,5.544,5.28,-554.4,,"POLYMED,TARSONS,BOROSCI,BALAXI,UNIVPHOTO,RAAJMEDI,MHHL,SHREEPAC,GKB,CSURGSU,TRANSPACT,LOOKS"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,Hospitals & Diagnostic Centres,96427.74237,6706.4,107.30886086187387,,APOLLOHOSP
Max Healthcare Institute Ltd,MAXHEALTH,Hospitals & Diagnostic Centres,89805.95889,924,84.91165130743921,,"APOLLOHOSP,MAXHEALTH"
Fortis Healthcare Ltd,FORTIS,Hospitals & Diagnostic Centres,38129.16126,505.05,63.667448010853576,,"APOLLOHOSP,MAXHEALTH,FORTIS"
Global Health Ltd,MEDANTA,Hospitals & Diagnostic Centres,32816.49008,1222,90.92959290773065,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA"
Dr. Lal PathLabs Ltd,LALPATHLAB,Hospitals & Diagnostic Centres,25792.58963,3099,72.10071737064271,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB"
Narayana Hrudayalaya Ltd,NH,Hospitals & Diagnostic Centres,25443.33183,1252.75,32.23653734415981,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH"
Aster DM Healthcare Ltd,ASTERDM,Hospitals & Diagnostic Centres,18334.10264,368.2,141.81700680259888,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM"
Krishna Institute of Medical Sciences Ltd,KIMS,Hospitals & Diagnostic Centres,17140.35142,2141.8,55.268279172153655,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS"
Rainbow Children's Medicare Ltd,RAINBOW,Hospitals & Diagnostic Centres,12131.1555,1194.65,55.906518721853494,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW"
Metropolis Healthcare Ltd,METROPOLIS,Hospitals & Diagnostic Centres,10684.13585,2085.05,83.58735608,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS"
Jupiter Life Line Hospitals Ltd,JLHL,Hospitals & Diagnostic Centres,8744.212524030001,1333.65,49.51142361,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL"
Vijaya Diagnostic Centre Ltd,VIJAYA,Hospitals & Diagnostic Centres,8142.050902,793.4,68.52424593334456,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA"
Healthcare Global Enterprises Ltd,HCG,Hospitals & Diagnostic Centres,5010.951994319999,359.6,104.09123378313267,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG"
Kovai Medical Center and Hospital Ltd,KOVAI,Hospitals & Diagnostic Centres,4903.5558700599995,4481.3,27.282901408000885,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI"
Thyrocare Technologies Ltd,THYROCARE,Hospitals & Diagnostic Centres,4331.499122,818,61.21395027699265,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE"
Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,Hospitals & Diagnostic Centres,3900.6053363550004,454.35,34.07535019092341,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH"
Shalby Ltd,SHALBY,Hospitals & Diagnostic Centres,3092.69086,288.35,36.78271717917464,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY"
Indraprastha Medical Corporation Ltd,INDRAMEDCO,Hospitals & Diagnostic Centres,2405.957885,262.45,19.409147184575666,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO"
Krsnaa Diagnostics Ltd,KRSNAA,Hospitals & Diagnostic Centres,2186.501302,677.15,38.47442022778464,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA"
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,Hospitals & Diagnostic Centres,1880.752,4001.6,40.56842105263161,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ"
GPT Healthcare Ltd,GPTHEALTH,Hospitals & Diagnostic Centres,1579.063014,192.44,33.055537237010626,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ,GPTHEALTH"
KMC Speciality Hospitals (India) Ltd,KMCSHIL,Hospitals & Diagnostic Centres,1402.531,86,46.151069430733756,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ,GPTHEALTH,KMCSHIL"
Max India Ltd,MAXIND,Hospitals & Diagnostic Centres,1360.958461,315.25,-24.13902911,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ,GPTHEALTH,KMCSHIL,MAXIND"
Vasa Denticity Ltd,DENTALKART,Hospitals & Diagnostic Centres,930.6217658,581.05,61.67142252087483,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ,GPTHEALTH,KMCSHIL,MAXIND,DENTALKART"
Nephro Care India Ltd,NEPHROCARE,Hospitals & Diagnostic Centres,549.326848,333.2,283.1581690721647,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ,GPTHEALTH,KMCSHIL,MAXIND,DENTALKART,NEPHROCARE"
QMS Medical Allied Services Ltd,QMSMEDI,Hospitals & Diagnostic Centres,209.559,117.4,23.284333333333343,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ,GPTHEALTH,KMCSHIL,MAXIND,DENTALKART,NEPHROCARE,QMSMEDI"
Unihealth Consultancy Ltd,UNIHEALTH,Hospitals & Diagnostic Centres,183.4134283,119.1,17.78985725703201,,"APOLLOHOSP,MAXHEALTH,FORTIS,MEDANTA,LALPATHLAB,NH,ASTERDM,KIMS,RAINBOW,METROPOLIS,JLHL,VIJAYA,HCG,KOVAI,THYROCARE,YATHARTH,SHALBY,INDRAMEDCO,KRSNAA,DRAGARWQ,GPTHEALTH,KMCSHIL,MAXIND,DENTALKART,NEPHROCARE,QMSMEDI,UNIHEALTH"
